"stn_code","stn_name","zone_code","division_code","latitude","longitude"
PBKS,Pambakovil Shandy,SR,MDU,"9.13033317","77.430784"
IOSD,IOC SIDING (P) (BG) DIMAPUR                                 ,NFR,LMG,"25.905942","93.728056"
IPT,ICHCHIPUTTUR HALT,SR,MAS,"13.13264379","79.63879114"
KHXB,Khakhrechi                                                  ,WR,ADI,"23.05317417","70.9166505"
KHW,Kheroda                                                     ,NWR,AII,"24.57108313","74.06928303"
KIAT,Kyatsandra                                                  ,SWR,SBC,"13.315773","77.147698"
KI,Kondapalli,SCOR,BZA,"16.62393099","80.54692201"
KVZ,Kavali,SCOR,BZA,"14.91550961","79.98887976"
KIA,Khari Amarpura                                              ,WR,ADI,"23.39215","72.910877"
KIC,Kallidai kurichi                                            ,SR,MDU,"8.68052984","77.46617222"
KIB,Kizha Ambur                                                 ,SR,MDU,"8.75060217","77.39923983"
IOSR,IOC SIDING RAXAUL                                           ,ECR,SPJ,"26.986948","84.844494"
KWB,Kanhiwara P.H.,SECR,NAG,"22.217696","79.732694"
KVX,Kusumbhi                                                    ,NR,LKO,"26.638848","80.65328317"
KW,Khervadi,CR,BSL,"20.046715","73.97381933"
KWAR,KAWAR                                                       ,ECR,DHN,"24.24769612","86.1817282"
KWO,Karauta                                                     ,ECR,DNR,"25.47371124","85.4448575"
ISH,Isarwara,WCR,JBP,"23.927046","78.5483125"
ISNL,M/S Adani Logistics Sevices Private Limited ,NR,FZR,"30.837836","75.9799"
ITE,Intiyathok,NER,LJN,"27.2936011","82.03590647"
JABA,YAMUNA BRIDGE (AGRA) CABIN                                  ,NCR,AGRA,"27.1578","77.9899"
KWW,Kuswa Halt,NCR,PRYJ,"27.47384","78.40422"
KIM,Kim                                                         ,WR,BRC,"21.39957717","72.92638317"
KIN,Kapasan                                                     ,NWR,AII,"24.86122778","74.31094167"
KIQ,Khai Phemeki,NR,FZR,"30.90315217","74.55230883"
KWN,Kachewani,SECR,NAG,"21.4297395","79.98143167"
ISHN,ISHANAGAR,NCR,JHS,"24.853765","79.3932"
KIT,KHALLIKOTA                                                  ,ECOR,KUR,"19.610833","85.1280005"
KWJ,Khojewala                                                   ,NR,FZR,"31.35929967","75.4692335"
KWM,Kampur,NFR,LMG,"26.16042667","92.659075"
KKBA,Kakbara,ER,ASN,"24.8409205","86.87266645"
KJN,Kannauj,NER,IZN,"27.0280831","79.92494294"
JAJB,JHAJHA BALLAST SIDING,ECR,DNR,"24.77248","86.386612"
KJNC,Kannauj City FLAG,NER,IZN,"27.04345","79.90433667"
JAJ,Jhajha                                                      ,ECR,DNR,"24.77240626","86.3867868"
JAL,Jawali                                                      ,NWR,AII,"25.46234722","73.39662778"
KJP,Khojeepura,NCR,JHS,"25.92145119","76.8581914"
KJME,Kajoragram,ER,ASN,"23.61708","87.18588667"
KJRA,Karjana,ER,HWH,"23.33650217","87.89052081"
KJT,KARJAT,CR,CSTM,"18.90985002","73.32096664"
KJTW,Kajgaon Terhwan Halt                                        ,NR,LKO,"25.68050483","82.699407"
KXJ,Karimganj Jn.,NFR,LMG,"24.85994167","92.37409667"
KXK,Kharkhauda                                                  ,NR,MB,"28.8433525","77.73553317"
KXL,Kamarbandha Ali,NFR,TSK,"26.52920753","94.05561329"
KXP,Kaniyapuram,SR,TVC,"8.58741933","76.85435733"
KXRA,Kuria                                                       ,ECR,SPJ,"26.462237","85.01037"
KXX,Kata Road                                                   ,SCR,NED,"20.18577222","77.11237222"
KYV,Koyilvenni                                                  ,SR,TPJ,"10.77654836","79.36653983"
JCSP,"JGB NO. 6 COLLIERY SIDING, PATHERDIH                        ",ECR,DHN,"23.675195","86.43423"
KKGA,KUNKALAGUNTA,SCOR,GNT,"16.2937652","79.90522425"
KYZ,Kizha Puliyur                                               ,SR,MDU,"8.95273367","77.322975"
KZA,Khada,NER,BSB,"27.18277327","83.86744143"
JBSR,Jambusar Road                                               ,WR,BRC,"22.06140706","72.81991803"
KYX,Karhiya-Bhadeli,WCR,JBP,"23.85855583","79.50497833"
KKGM,Kakiriguma,ECOR,RGDA,"18.9226545","83.00661033"
JD,Jarod                                                       ,WR,BRC,"22.44154982","73.33799137"
JCNR,JUICHANDRA,CR,CSTM,"19.36012812","72.87277145"
KKF,Kankariya                                                   ,WR,ADI,"23.01280074","72.60552476"
JCSS,JAYANTH COLLIERY SIDING                                     ,ECR,DHN,"24.124822","82.694263"
KYS,Kusumkasa,SECR,R,"20.6441625","81.09121483"
KKG,Kekatumar                                                   ,SCR,NED,"20.02561389","77.10349167"
KYT,Kailahat,NCR,PRYJ,"25.15536833","82.94807333"
JBS,Jadoli Ka bas,NCR,AGRA,"27.53947667","76.88094333"
KZJ,Kazipet Jn.,SCR,SC,"17.97476822","79.51125583"
KKRL,Kakrala Halt                                                ,NR,UMB,"30.36790833","76.08593833"
JFAI,FCI SIDING JHARSAGUDA                                       ,SER,CKP,"21.862534","84.017687"
JDL,Jagdevwala                                                  ,NWR,BKN,"28.326234","73.476849"
JDNX,Joginder Nagar,NR,JAT,"31.98901717","76.7892315"
KKRD,Kikakui Road                                                ,WR,BCT,"21.12975467","73.49257333"
KKRH,KARAHIYA HALT                                               ,ECR,DNR,"25.47152933","83.77156417"
JDN,Jagudan                                                     ,WR,ADI,"23.51509883","72.4036415"
KZY,Kayalpattinam                                               ,SR,MDU,"8.56785783","78.10028767"
KLHD,Kolhadi,CR,BSL,"20.9003615","76.06568894"
KZQ,Khimel                                                      ,NWR,AII,"25.29719167","73.27769444"
LAA,Lakhapat                                                    ,WR,ADI,"23.59156183","71.02127317"
LAV,Labha,NFR,KIR,"25.44002844","87.74456125"
JHSW,Jhansi Workshops                                            ,NCR,JHS,"25.443275","78.552675"
JGJ,Jagesharganj                                                ,NR,LKO,"26.0071219","81.96042018"
LCH,Linch                                                       ,WR,ADI,"23.52719567","72.35586484"
KCLS,DALMIA DSP LTD. SONENAGAR                                        ,ECR,DDU,"24.882543","84.229603"
KLKA,Koilakuntla,SCOR,GTL,"15.22109167","78.30703611"
KLKR,Kalikapur  F                                                ,ER,SDAH,"22.41197335","88.47629243"
LBN,Laban,WCR,KOTA,"25.57331333","76.20810333"
KLM,Kadlimatti,SWR,UBL,"16.24250344","75.8075463"
JGJN,Jugijan,NFR,LMG,"26.040135","92.80180333"
JGM,Jhargram                                                    ,SER,KGP,"22.454121","86.99914583"
LCME,Lachhmanpur Road,ER,ASN,"23.804507","87.117462"
JGKS,Jigni Khas (Halt),NER,BSB,"25.80324388","84.0061337"
JGLP,Jatinga Lumpur,NFR,LMG,"25.11088167","92.94951167"
KLL,Kalol                                                       ,WR,ADI,"23.24378267","72.50361083"
KLNA,KOLHANA HALT                                                ,ECR,DNR,"24.81112583","85.19473767"
LBZ,Lalbagh                                                     ,ECR,DHN,"24.50857347","85.4480428"
LC,Lucknow City,NER,LJN,"26.85888079","80.91774533"
LDX,Ladda,ECOR,RGDA,"19.10655367","83.4131435"
JIGT,JIRIGHAT,NFR,LMG,"24.80391167","93.10749167"
KLT,Kulitalai                                                   ,SR,SA,"10.93360143","78.42096023"
JID,Jagi Road                                                   ,NFR,LMG,"26.12522595","92.19737001"
KLSP,Kushalpura  halt                                            ,NWR,BKN,"28.4806065","75.76831133"
KLSX,Kaulseri                                                    ,NR,UMB,"30.36912833","75.9391"
LDY,Lakkiti                                                     ,SR,PGT,"10.75316586","76.43447012"
JIBI,Jolaibari,NFR,LMG,"23.19077691","91.596388"
KLYG,Kalyani Ghoshpara                                           ,ER,SDAH,"22.98202999","88.43932689"
KLYS,Kalyani Silpanchal                                          ,ER,SDAH,"22.97626155","88.45675052"
KLW,Kulpi  F                                                    ,ER,SDAH,"22.07666667","88.25574833"
JIA,Jigna,NCR,PRYJ,"25.15743833","82.31811333"
LGH,Lalgarh Jn.                                                 ,NWR,BKN,"28.043699","73.314045"
LGT,Langting,NFR,LMG,"25.49745","93.110355"
JKM,Jankampet Jn.,SCR,HYB,"18.70264278","78.05382242"
JKE,Jukehi,WCR,JBP,"23.98575556","80.43228889"
KMD,Kodumudi                                                    ,SR,SA,"11.07646999","77.88629216"
KMGE,Kumahu                                                      ,ECR,DDU,"24.97756944","83.94627222"
JKDP,Jankideipur PH                                              ,ECOR,KUR,"19.88949333","85.81927783"
KMEZ,KUMHAR MARANGA,ECOR,RGDA,"19.034846","81.9468455"
LKNA,Lakhna                                                      ,ECOR,SBP,"20.73017383","82.662996"
JKL,JALALKHALI HALT                                             ,ER,SDAH,"23.34716647","88.5140951"
LKO,Lucknow Jn.                                                 ,NR,LKO,"26.8304335","80.924399"
PBL,Pathshala,NFR,RNY,"26.49745461","91.17769867"
JKH,Jahanikhera Halt                                            ,NR,MB,"27.74439221","80.23948728"
KMJ,Kaimganj,NER,IZN,"27.5399448","79.32843621"
JKHI,Jakhod Khera                                                ,NWR,BKN,"29.209676","75.57366717"
KMC,Kamareddi,SCR,HYB,"18.32516667","78.33570833"
KMDR,Karimuddinpur,NER,BSB,"25.70089","83.862275"
KMK,Komakhan                                                    ,ECOR,SBP,"20.98043333","82.45752233"
LKPR,Lakshmikantapur                                             ,ER,SDAH,"22.109975","88.32161167"
LKS,Lunkaransar                                                 ,NWR,BKN,"28.493533","73.743356"
LKW,Lakhewali                                                   ,NR,FZR,"30.44850217","74.342522"
LKPL,LAKDI KA PUL,SCR,SC,"17.40413313","78.46330439"
JMDT,Joda East Bin Iron Mines                                    ,SER,CKP,"22.000553","85.423722"
JLS,Jalesar Road,NCR,PRYJ,"27.44656333","78.170095"
JMNR,Jamner,CR,BSL,"20.80647067","75.7747955"
JLR,Jetalsar Jn.                                                ,WR,BVP,"21.729334","70.57404433"
KMND,Kumendi                                                     ,ECR,DHN,"23.764258","84.36444933"
JLW,Jhalwara,SECR,BSP,"23.77253759","80.47374113"
KMNR,Kamalnagar,SCR,SC,"18.24049742","77.17882758"
KMP,Kamalapur,NER,LJN,"27.38176011","80.82217301"
KMN,Khamgaon,CR,BSL,"20.70835483","76.57083967"
KMNG,KAMRANGA,NFR,LMG,"24.85137167","93.05474167"
KMNC,Kuchaman City                                               ,NWR,JU,"27.05351111","74.85198333"
JLT,Jhamat (Halt),NER,LJN,"27.20534438","83.3436547"
LKY,Lakhmapur                                                   ,SWR,UBL,"15.86965167","75.627275"
LKZ,Lakadiya                                                    ,WR,ADI,"23.340325","70.578445"
LLBR,Lalabazar,NFR,LMG,"24.56207","92.61035167"
LLI,Lalgudi                                                     ,SR,TPJ,"10.87538901","78.81521714"
PBP,Pembarti,SCR,SC,"17.69211629","79.11638007"
PBN,Parbhani Jn.,SCR,NED,"19.2574455","76.77341983"
KMNP,Kishan-Manpura                                              ,NWR,JP,"27.3008273","75.50669418"
KMPR,Komarpur,ER,HWH,"23.73435333","87.99731528"
LKX,Lakshmipur,ER,HWH,"23.50321333","88.30290333"
JMS,Jamsar                                                      ,NWR,BKN,"28.244498","73.389509"
JMSY,"JAMALPUR STORES YARD  , JAMALPUR                            ",ER,MLDT,"25.314236","86.492615"
LLU,Lalru                                                       ,NR,UMB,"30.47976167","76.79417167"
JMTC,JODA EAST DIRECT ENTRY PVT. SDG. OF M/S. TATA STEEL LTD.    ,SER,CKP,"21.9959","85.4218"
LMA,Lambiya                                                     ,NWR,AII,"25.5844231","74.58695613"
JMX,Jamuni                                                      ,ECR,DHN,"23.76960621","86.2031775"
KMZ,Katni Murwara  JUNCTION,WCR,JBP,"23.8308055","80.3915405"
KN,Kadalundi                                                   ,SR,PGT,"11.13445195","75.82811474"
JNCN,J. K. NAGAR  COLLY.SDG                                      ,ER,ASN,"23.626596","87.090168"
JNCP,JB NO 9 COLLIERY SIDING                                     ,ECR,DHN,"23.675195","86.43423"
KMX,Komatipalli,SCOR,VSKP,"18.38153983","83.34149033"
JMU,Jamui                                                       ,ECR,DNR,"24.97180783","86.25556167"
JNCS,JAYANT SILO (03) gct OF ncl,ECR,DHN,"24.124822","82.694263"
KMV,Karmad                                                      ,SCR,NED,"19.87273611","75.53806944"
LLR,Lalpur                                                      ,NCR,JHS,"26.31857833","79.94841667"
KMZA,Kankra  Mirzanagar                                          ,ER,SDAH,"22.65829","88.72237"
JMT,Jamtara,ER,ASN,"23.95949619","86.80558918"
KNG,Kathunangal                                                 ,NR,FZR,"31.7290495","75.015604"
KNGN,Kanhegaon                                                   ,CR,PUNE,"19.81722","74.57167833"
KNJI,KARANJALI  HALT                                             ,ER,SDAH,"22.03485667","88.24567833"
LMK,Limkheda                                                    ,WR,RTM,"22.83481833","73.98466667"
KNJJ,Kannjara Halt                                               ,SCR,NED,"19.60401389","77.21051111"
KNM,Kanimahuli P.H.                                             ,SER,KGP,"22.48274067","86.7791845"
JNR,Janakpur Road                                               ,ECR,SPJ,"26.46876675","85.70078021"
JPD,Jalalpur-Dhai                                               ,NR,LKO,"26.0083195","81.15581283"
LRD,Lar Road,NER,BSB,"26.21319097","83.91000044"
KNRT,Kuneru,SCOR,VSKP,"18.96663917","83.4404895"
JPAH,JAGDISHPUR A HALT                                           ,ECR,SPJ,"26.1538","86.12305833"
JPE,Jalpaiguri Road,NFR,APDJ,"26.55931167","88.709"
KNRN,Kanaroan                                                    ,SER,RNC,"22.60334667","84.87799167"
LPNR,Lajpat Nagar                                                ,NR,DLI,"28.57909","77.243925"
LPR,Lilapur Road                                                ,WR,RJT,"22.95116192","71.86017355"
LPTA,Longpatia                                                   ,NFR,TSK,"27.08009667","95.09548373"
JPCC,m/s jaypee churk INDUSTRIAL complex (jcic) served by churk  ,NCR,PRYJ,"24.649879","83.103401"
LR,Ladpura                                                     ,NWR,JP,"26.50917317","74.73452118"
JRWN,Jirwan Halt                                                 ,SCR,NED,"21.68205","76.500808"
KOL,Kolad                                                       ,KRCL,RN,"18.39221389","73.22361667"
KOLE,KOLE                                                        ,ECR,DHN,"23.68567167","85.12490167"
KONA,Kona  PH                                                    ,SER,KGP,"22.618244","88.296809"
JRCS,JP REWA CEMENT SIDING TZR,WCR,JBP,"24.548919","81.117613"
LUNI,Luni Jn.                                                    ,NWR,JU,"26.00279167","73.00269167"
LYD,Layabad                                                     ,SER,ADRA,"23.77410714","86.35058742"
MA,Madha,CR,SUR,"18.03028667","75.54662167"
MAA,Maval                                                       ,NWR,AII,"24.43203333","72.71170833"
KOLI,Kesholi,WCR,KOTA,"24.729116","76.789231"
KOP,SHRI CHHATRAPATI SHAHU MAHARAJ TERMINUS,CR,PUNE,"16.70270797","74.23769994"
KOVH,Kovvada,SCOR,BZA,"16.96665667","82.202227"
KPJ,Kopaganj Halt,NER,BSB,"26.02428836","83.57226265"
KPGM,Karpoorigram,ECR,SPJ,"25.86992662","85.72516641"
JSPK,Private siding of M/s Jindal Steel and Power Limited        ,ECOR,KUR,"20.855523","84.976416"
JSPP,JINDAL STEEL LIMITED,ECR,DHN,"23.667324","85.306177"
JSOR,JESSORE ROAD                                                ,ER,SDAH,"22.64004632","88.42943233"
MAM,Mangal Mahudi                                               ,WR,RTM,"22.83862333","74.05832"
MALK,Malkapur Road,CR,NGP,"21.90484","77.9669"
MAN,Maninagar                                                   ,WR,ADI,"22.9985","72.61167333"
KPLR,Koparlahar,NR,JAT,"32.0521285","76.25060733"
MATL,MATLA,ER,SDAH,"22.33286803","88.63062918"
MANA,Mana,CR,BSL,"20.76259878","77.47406325"
JSC,Jalesar City,NCR,PRYJ,"27.459925","78.30581833"
KPKD,Khaprikheda,SECR,NAG,"21.268692","79.11851667"
JSB,Yamuna South Bank,NCR,JHS,"25.90245167","80.22678"
KPTN,Keshorai. Patan,WCR,KOTA,"25.32353833","75.93726217"
JSWT,JSW STEEL LTD,SWR,UBL,"15.174778","76.641789"
JTB,Jagatbela,NER,LJN,"26.77134674","83.27945943"
KPZ,Kapren,WCR,KOTA,"25.444305","76.08567167"
JTHR,Jethantri Halt                                              ,NWR,JU,"25.82147622","72.48455538"
MBGA,Marwar Bagra,NWR,JU,"25.20921111","72.59496944"
JSWV,M/s JSW steel coated products Ltd.                           ,CR,CSTM,"19.406212","73.267479"
JTDM,Jatdumri,ECR,DNR,"25.47223917","85.094744"
KQE,Kala Akhar,CR,NGP,"22.39508667","77.81852667"
KRAP,Karapa,SCOR,BZA,"16.90641783","82.16874667"
MBL,Manubolu,SCOR,BZA,"14.22656617","79.8773735"
MBF,Munabao                                                     ,NWR,JU,"25.74365278","70.27736667"
JTCG,JAIN TUBES CO.LTD SIDING                                    ,NR,DLI,"28.703462","77.455502"
MBG,MAIBONG,NFR,LMG,"25.30483833","93.13586333"
MBI,Madhubani                                                   ,ECR,SPJ,"26.34909667","86.07766333"
MCI,Manchiryal,SCR,SC,"18.87905053","79.44909501"
JUCT,JODHPUR CANTT                                               ,NWR,JU,"26.313","73.09297778"
MCF,Manik Chowree P.H.,SECR,R,"21.004946","81.78365667"
JUI,Kanpur Juhi Goods Shed                                      ,NCR,PRYJ,"26.4499","80.3319"
JUYA,Jodhpuriya                                                  ,WCR,KOTA,"25.07679733","74.82387633"
JVA,Javale,CR,SUR,"17.29930333","75.158385"
KRCD,Kharwa Chanda                                               ,NWR,AII,"24.41696497","73.81145477"
KRD,Karad,CR,PUNE,"17.30983233","74.21690217"
KRE,Kartarpur,NR,FZR,"31.43270083","75.49177633"
MC,Mandapam Camp                                               ,SR,MDU,"9.28150583","79.137547"
MCA,Mecheda                                                     ,SER,KGP,"22.41349317","87.8564915"
JUMX,JODHPUR MECHANICAL SHOP                                     ,NWR,JU,"26.283565","73.02299"
KRMR,Karimnagar,SCR,SC,"18.45893046","79.14225373"
KRMB,Karmabad                                                    ,ECR,DHN,"24.08182235","85.96860628"
JWS,Jharwasa                                                    ,NWR,AII,"26.19545","74.70493333"
KRMG,Kumaramangalam                                              ,SR,MDU,"10.69681933","78.7237835"
KRON,Karona Halt                                                 ,ECR,DNR,"25.26307017","85.0058375"
MDL,Mandal                                                      ,NWR,AII,"25.43916667","74.59368889"
MDN,Midnapore                                                   ,SER,KGP,"22.42515083","87.30773533"
MED,Medchal                                                     ,SCR,HYB,"17.639828","78.475297"
JYK,JONEKARENG,NFR,TSK,"27.78467797","95.16123314"
KAMA,KAMTA HALT                                                  ,ECR,DNR,"25.33756917","85.2781455"
KALS,Kalasa H                                                    ,SWR,UBL,"15.08648167","75.390265"
KRX,Kurud,SECR,R,"20.84963733","81.70058867"
KRY,Kadiri,SCOR,GTL,"14.11759167","78.164339"
KRXM,Krishnamohan Halt                                           ,ER,SDAH,"22.3298","88.45061333"
KAMP,Kamalpur Halt,NCR,PRYJ,"28.163305","77.85549"
KAMG,Kamakhyaguri,NFR,APDJ,"26.47699333","89.72967222"
KRXA,Khara P.H.,SECR,NAG,"21.66512733","80.20377183"
MGRR,Magarpur,NCR,JHS,"25.32249","78.85945"
KRVL,Koravangala                                                 ,SWR,MYS,"13.053315","76.16028167"
KRW,Kharwa                                                      ,NWR,AII,"26.2034","74.42536944"
MGRD,MagarDoh,CR,NGP,"22.24618333","77.89433167"
MGRP,Meghrajpura,NR,JAT,"32.06910683","76.08141183"
KARR,KHARAR,NR,UMB,"30.726085","76.63605217"
MHN,Mahanadi,NFR,KIR,"26.88242329","88.3192018"
KASN,K D HESLONG SIDING                                          ,ECR,DHN,"23.650735","85.001307"
KSGN,New Kishangarh,DFCR,WDFC,"26.55101171","74.79057366"
KASH,Kultham Abdulla Shah Halt                                   ,NR,FZR,"31.20318983","75.84543383"
KASA,KANSA,WR,ADI,"23.9299749","72.06496501"
KART,Kiratpur Sahib                                              ,NR,UMB,"31.18662667","76.562815"
KSG,Kishangarh                                                  ,NWR,JP,"26.57557687","74.82490356"
KSH,Kali Sindh                                                  ,WR,RTM,"23.34419667","76.42949167"
KSHR,KESHWARI BH                                                 ,ECR,DHN,"24.20680232","85.85103135"
KSHT,Khetia,ER,HWH,"23.30935702","87.88378822"
KSMB,Kusumha Bihar Halt                                          ,ECR,DNR,"25.102394","85.776596"
MHI,Manihari,NFR,KIR,"25.34341939","87.62007888"
MHJ,Mahajan                                                     ,NWR,BKN,"28.79399133","73.85391517"
MHL,Mahwal                                                      ,ECR,SPJ,"26.30126323","85.1264653"
MHMB,Mahimba HALT                                                ,SCR,NED,"19.41926111","78.07456944"
MIKD,mahikhand halt                                              ,ECR,SPJ,"25.74467036","87.03024231"
KBCT,M/s.Kalburgi Cement Private Limited                         ,SCR,SC,"17.25058","77.585177"
MHUR,Mohanpur,ER,ASN,"24.48889833","86.78598167"
KBSN,Kasbe Sukene,CR,BSL,"20.07418633","74.0312215"
KSV,Kosi Kalan,NCR,AGRA,"27.78818833","77.44611"
KBGN,Khubgaon                                                    ,CR,NGP,"20.96318056","78.23913056"
KSTH,Kashti                                                      ,CR,PUNE,"18.52458833","74.59870333"
KSU,Kustaur                                                     ,SER,ADRA,"23.40326833","86.45431167"
KSUA,KASHIPURA                                                   ,WR,BRC,"23.12427358","73.17564139"
KSWD,Kasarwadi,CR,PUNE,"18.60815846","73.8208179"
KSWR,Kalmeshwar,CR,NGP,"21.22888889","78.91701111"
KSW,Kheri Salwa                                                 ,NWR,JU,"26.42799444","73.39014444"
MID,Madhi                                                       ,WR,BCT,"21.14593867","73.242481"
MIJ,Majhdia                                                     ,ER,SDAH,"23.41948315","88.72797224"
MIK,Manikui                                                     ,SER,CKP,"22.91986849","86.06693831"
KCCJ,KONAR CCL SIDING,ECR,DHN,"23.769975","85.927354"
KTHL,Kathola (Halt),NER,LJN,"27.14363337","81.87118022"
KCCN,Kota 'C' cabin,WCR,KOTA,"25.24401098","75.87842565"
KCHA,Karchiya,WR,ADI,"22.519534","73.24688"
KTKS,KANTAKOSH HALT,NFR,KIR,"25.33405381","87.67433742"
KTHE,Katahri                                                     ,NR,LKO,"26.49501817","82.4476145"
KTHU,Kathua,NR,JAT,"32.398093","75.55105367"
KCC,Krishna Canal Jn,SCOR,BZA,"16.47724","80.60606461"
KTK,Kyatanakeri Road H                                          ,SWR,UBL,"17.05234167","75.82064"
KTLR,Kanthalia Road   Halt,ER,HWH,"23.98695724","88.17931"
KTLP,Katalpur (Halt),NER,BSB,"26.22926025","84.77325865"
KTLA,Kathkola                                                    ,WR,BVP,"21.85181067","69.88394667"
MJE,Mujnai,NFR,APDJ,"26.693275","89.189369"
MJF,Malkajgiri                                                  ,SCR,HYB,"17.448628","78.529397"
MJN,Makum Jn.,NFR,TSK,"27.48708792","95.43945755"
MKO,Markona                                                     ,SER,KGP,"21.193091","86.593952"
MKM,Marikuppam,SWR,SBC,"12.918643","78.264013"
KTRD,Katosan- Road                                               ,WR,ADI,"23.40636675","72.24390822"
KCU,Kachhla h,NER,IZN,"27.95354833","78.869985"
KCT,Kirakat                                              ,NER,BSB,"25.64763899","82.91855846"
KCY,Kaichar,ER,HWH,"23.536445","88.01134"
MKDI,Makudi,SCR,SC,"19.53731637","79.4787761"
KDAA,KADA,CR,PUNE,"18.90374397","75.07792532"
KTQ,KUDRA                                                       ,ECR,DDU,"25.04903167","83.79289833"
KTR,Kothar.                                                     ,NWR,AII,"24.98027778","73.12364167"
KTRA,Kotra,NCR,JHS,"25.81119667","78.38132333"
KCV,Krishna Chandrapur                                          ,SER,KGP,"21.8248995","86.82247483"
MKDN,Markadhana,CR,NGP,"22.11125167","78.50315667"
MKHI,Makhi                                                       ,NR,MB,"26.64267835","80.46998271"
MKLI,Makrauli                                                    ,NR,DLI,"28.949315","76.62857333"
MLO,Malur,SWR,SBC,"12.99270333","77.93878667"
KDLG,Kundalgarh,NWR,AII,"24.02831845","73.81048361"
KDLC,KANDLA PORT CONTAINER SIDING                                ,WR,ADI,"23.019866","70.203238"
KDKN,Kendukana,NFR,RNY,"26.36889272","91.64479707"
MLD,Malihabad                                                   ,NR,MB,"26.9308805","80.7149005"
KDL,Kankroli                                                    ,NWR,AII,"25.03402557","73.9050802"
KULH,Kulha Halt                                                  ,NR,LKO,"26.36726667","80.66268889"
KDSN,"K. D. HESLONG SIDING, LINE NO. II                           ",ECR,DHN,"23.650735","85.001307"
KDTY,Kaduturutty                                                 ,SR,TVC,"9.75602017","76.49248367"
KDYA,Kadarpur,WR,ADI,"23.9136986","72.65228199"
KEC,Kesimpa,WR,ADI,"23.83000306","72.62837376"
KDX,Kadabari,NFR,KIR,"26.47776667","88.73011833"
KECM,M/S Karnataka Power Corporation Ltd                         ,CR,NGP,"20.138873","79.043112"
KDUH,Kunduru,SCOR,BZA,"16.75595967","82.05419417"
KDU,Kadambur                                                    ,SR,MDU,"9.00262358","77.86312453"
MNDH,Mandir Hasaud,SECR,R,"21.2259905","81.77373283"
KDV,Khadavli,CR,CSTM,"19.3568575","73.21917583"
MMY,Marwar Mathaniya                                            ,NWR,JU,"26.53342287","72.97830096"
MND,Munderwa,NER,LJN,"26.77661456","82.90339929"
KURT,Khurda Town                                                 ,ECOR,KUR,"20.15836567","85.593389"
KER,Kiriharapur,NER,BSB,"26.04383271","83.7354249"
MNZ,Manani                                                      ,NR,DLI,"29.88468","77.49868833"
KES,Kesri                                                       ,NR,UMB,"30.26540342","76.93383792"
KFAS,M/S KHANDELWAL FERRO ALLOY LTD                              ,SECR,NAG,"21.225142","79.238548"
KFCG,Food Corporation of India Siding.                           ,CR,CSTM,"19.034696","73.114529"
KGH,kotegangoor Halt                                            ,SWR,MYS,"13.97620946","75.52757049"
KGB,Kargi Road,SECR,BSP,"22.29758707","82.02621857"
MQE,Mohammadkhera                                               ,WR,RTM,"23.384005","76.66490167"
MQP,Makrandpur,NER,IZN,"28.21262667","79.28994"
KGCK,KESARGARH COLLIERY SIDING                                   ,ECR,DHN,"23.795987","86.302629"
KGVE,Konagavalli H                                               ,SWR,MYS,"14.026156","75.494819"
MSRP,Murhesi Rampur,WCR,KOTA,"27.41242167","77.62727667"
KZPE,Kazipara Halt,ER,HWH,"23.90644126","88.18814048"
KGX,Kanginhal                                                   ,SWR,UBL,"15.44825667","75.71963"
KGY,Kulgachia                                                   ,SER,KGP,"22.4721785","88.02055717"
KGZ,Karunguzhi                                                  ,SR,MAS,"12.53215658","79.9115246"
KHAG,Kharghar,CR,CSTM,"19.02576214","73.05840221"
MSP,Mansurpur                                                   ,NR,DLI,"29.35686333","77.71832667"
MSSN,Maishashan,NFR,LMG,"24.82253833","92.288605"
MTBH,MAHATBANIA HALT,ECR,DNR,"25.54869567","84.59748567"
MUK,MUNUMAKA,SCOR,GNT,"16.189311","79.979361"
KHKT,Khotkhoti,NFR,LMG,"25.95257167","93.75471833"
KHLL,Ketohalli H                                                 ,SWR,SBC,"12.75870301","77.33556507"
KHM,Kusmhi,NER,BSB,"26.70030422","83.49511315"
KHMA,Khatima,NER,IZN,"28.91487833","79.96926167"
MTSI,MOTISADHLI,WR,BRC,"22.38264627","74.18413829"
KHUD,KHUNDELA                                                    ,WR,BRC,"22.2171255","73.29471267"
MULK,Mulki                                                       ,KRCL,KAWR,"13.06878611","74.80543611"
MTV,Matalkunta,SCR,SC,"17.77217325","77.56052499"
LBW,Laiburwa Halt,NER,LJN,"27.52664142","82.4679654"
KHUH,KHARUARA HALT                                               ,ECR,DNR,"25.40779317","85.54555467"
KHUT,khuntla,NWR,JP,"26.51641589","76.65911055"
LCK,LAKHOCHAK HALT                                              ,ECR,DNR,"25.13956683","86.13689617"
LEB,Lemuabad Halt                                               ,ECR,DNR,"25.482417","85.77834983"
KIBH,KOSHI BLOCK HUT,ECR,SEE,"25.41525663","87.23053709"
MWUE,Mahrawal,NCR,PRYJ,"27.93764","78.04215667"
LCA,Latia Cabin                                             ,SECR,BSP,"22.02735835","82.40119164"
MX,Mumbai (Mahalakshmi),WR,BCT,"18.98259283","72.824375"
MXD,Masor Road                                                  ,WR,BRC,"22.10246465","72.89281835"
MXO,Morthala                                                    ,NWR,AII,"24.50277222","72.80375556"
MZP,Mirzapur,NCR,PRYJ,"25.13426167","82.56957667"
