"stn_code","stn_name","zone_code","division_code","latitude","longitude"
BIRD,BHIWANDI ROAD,CR,CSMT,"19.26849868","73.0465812"
MGTD,Meghpurtitodi                                               ,WR,RJT,"22.13978865","69.45708933"
TKD,Tugalakabad,NR,DLI,"28.503685","77.29699139"
PVN,Puvanur                                                     ,SR,TPJ,"11.60086317","79.31602233"
ARVI,Arvi,CR,NGP,"20.99281111","78.22326111"
MIPR,"M/S INDIAN PETRO CHEMICALS CORP. LTD SDG, RANOLI            ",WR,BRC,"22.401348","73.117104"
KUM,Kuram,CR,BSL,"20.80970206","77.59028873"
NKE,Narkatiaganj Jn.                                            ,ECR,SPJ,"27.104772","84.463476"
SKF,Sakhoti Tanda,NR,DLI,"29.19285333","77.71875"
STP,Sitapur Jn.,NER,LJN,"27.5589112","80.69792551"
WRR,Warora,CR,NGP,"20.245215","79.010395"
AFK,Angamali for Kaladi                                         ,SR,TVC,"10.18353083","76.37799667"
ABZ,Adgaon Buzurg                                               ,SCR,NED,"21.12775","76.943737"
BEU,Bisheshwarganj,NER,LJN,"27.34295949","81.83209595"
BXG,Bhanga,NFR,LMG,"24.85417167","92.479875"
ASBS,Amar Shahid Bhale Sultan,NR,LKO,"26.435303","81.695493"
SGKM,Srungavruksham,SCOR,BZA,"16.54341033","81.60162683"
NLDM,Nangal Dam                                                  ,NR,UMB,"31.37070667","76.37337333"
ACS,Ultratech Cement Siding-SHAMBHUPURA & CHITTORGARH                     ,WR,RTM,"24.771149","74.641628"
PTWA,Patwara,WCR,JBP,"23.91403056","80.41364444"
VNG,Visnagar                                                    ,WR,ADI,"23.70269352","72.54216981"
SEPR,Sherpur,NR,MB,"28.92271067","78.25398433"
MVN,Milavittan                                                  ,SR,MDU,"8.81122082","78.08851143"
RVJ,RAVLI JN                                         ,CR,CSTM,"19.02590011","72.86073937"
LKR,Luckeesarai Jn.                                             ,ECR,DNR,"25.17171983","86.0940175"
FM,Falaknuma,SCR,HYB,"17.33273333","78.47511111"
TRWT,Taravata,WCR,BPL,"24.737018","77.3789925"
MIN,Mihinpurwa,NER,LJN,"28.02692167","81.38516067"
AT,Asnoti                                                      ,KRCL,KAWR,"14.87626355","74.14771146"
ARR,Arariya,NFR,KIR,"26.13634","87.41194333"
TISI,Tisi                                                        ,WR,BCT,"21.3831375","74.36862433"
DML,Dharamtul,NFR,LMG,"26.1877311","92.36411984"
MLG,Malhargarh                                                  ,WR,RTM,"24.26638222","74.97351781"
NLE,Nileshwar                                                   ,SR,PGT,"12.25629167","75.135476"
RDU,Radhamohanpur                                               ,SER,KGP,"22.356829","87.61348133"
RGH,Ramgarhwa F                                                 ,ECR,SPJ,"26.873888","84.797647"
SUW,Sukhi Sewaniyan,WCR,BPL,"23.34043956","77.4853776"
BPCL,BPC/IBP SIDING                                              ,SCR,SC,"17.458072","78.606019"
SEGM,Sevagram,CR,NGP,"20.738775","78.61841833"
DPA,Durgapura                                                   ,NWR,JP,"26.85489195","75.78696084"
TKB,Tupkadih                                                    ,SER,ADRA,"23.71348","86.06409167"
NLH,Naultha                                                     ,NR,DLI,"29.31596167","76.885995"
YDM,Yedamangala                                                 ,SWR,MYS,"12.71486333","75.44319833"
KXG,kharia Khangar                                              ,NWR,JU,"26.61263055","73.68985"
BPMG,bharat petroleum corporation limited siding mangliyagaon    ,WR,RTM,"22.814954","75.917931"
BPMS,BENGDUBI MILITARY PROJECT SIDING (BG)                       ,NFR,KIR,"26.664373","88.374496"
BPUN,NEW BHAUPUR JN,DFCR,EDFC,"26.979452","78.737555"
PST,Posoita                                                     ,SER,CKP,"22.44692557","85.25427253"
BQF,Barah Muafi,WCR,JBP,"25.042732","81.02081733"
UDGR,Udgir,SCR,SC,"18.39088402","77.10986275"
SLGH,Shelgaon                                                    ,SCR,HYB,"19.08040824","77.58891514"
SWNR,Sewa Nagar                                                  ,NR,DLI,"28.57875667","77.22763667"
BGS,BEGUSARAI                                                 ,ECR,SEE,"25.42542422","86.13357731"
DQL,DHALAIBIL,NFR,RNY,"26.7912739","92.92338453"
KFN,Kanor                                                       ,NWR,AII,"24.45904219","74.26710321"
TKF,Taki Road                                                   ,ER,SDAH,"22.58798333","88.91588667"
MNF,Manda Road                                                  ,NCR,PRYJ,"25.16331833","82.23732167"
KSBG,Khusta Buzurg,CR,BSL,"21.20326567","77.45775167"
SEY,Seoni                                                       ,SECR,NAG,"22.075265","79.545583"
SGA,Shergarh                                                    ,NWR,BKN,"30.06561333","74.9493005"
BPGH,M/s BPCL Hirenanduru,CR,SUR,"17.258567","76.872363"
TWV,Thuwavi,WR,BRC,"22.172155","73.354504"
AAGN,M/s Adani Agri Logistics(Panipat) Ltd.,NR,DLI,"29.315962","76.885995"
AELN,New Ateli Jn.,DFCR,WDFC,"28.11403695","76.29976915"
ABBS,Burragarh siding of m/s. bccl                               ,SER,ADRA,"23.723401","86.405625"
BKMT,Bakudi Malitok Siding,ER,MLDT,"24.926246","87.780592"
ACTR,ANAANTA COLLIERY SIDING                                     ,ECOR,KUR,"20.932182","85.200305"
ADMS,AMMUNITION DEPOT MILITARY SIDING DHAPPAR                    ,NR,UMB,"30.610547","76.847692"
ADSL,"AMMUNITION DEPOT MILITARY SIDING, LALRU                     ",NR,UMB,"30.479746","76.79409"
ASCR,Chinakuri NO. 3 OF M/S. ECL                                 ,SER,ADRA,"23.670311","86.861687"
ASGN,GCT of M/s Aarti Steels Limited,ECOR,KUR,"20.510882","85.736146"
ASGS,GATI SHAKTI CARGO TERMINAL (GSCT) OF ACTL SAMBA PRIVATE LTD.,NR,JAT,"32.528259","75.119903"
ATPS,ANPARA  THERMAL POWER SDG                                   ,ECR,DHN,"24.154585","82.768056"
AALJ,Adani Agri Logistics (Kannauj) Limited GCT Jasoda,NER,IZN,"27.08382","79.819072"
AULS,Ankur Udyog Limited (Steel Division) GCT Sahjanwa,NER,LJN,"26.763545","83.21517"
BCFG,GRASIM INDUSTRIES LIMITED                                   ,ECR,DHN,"24.214639","83.885336"
BCME,Burnco Siding                                               ,ER,ASN,"23.723754","86.896362"
BCMT,BHARATPUR PVT SIDING OF MCL                                 ,ECOR,KUR,"20.932182","85.200305"
BCSK,BINA PVT SIDING                                             ,ECR,DHN,"24.154585","82.768056"
BCSR,BACHRA SIDING AT RAY (BACHRA NEW)                           ,ECR,DHN,"23.689962","85.077696"
BKRI,BHARAT PETROLEUM CORP LTD - KR,SR,TVC,"9.9681","76.3551"
BPCI,"BPCL SDG, IRUMPANAM                                         ",SR,TVC,"9.9681","76.3551"
BPCM,"BPC LTD SIDING, DDU                                   ",ECR,DDU,"25.278539","83.11964"
BPCR,"BPCL SIDING, KARARI                                         ",NCR,JHS,"25.53036","78.508644"
BPHT,POWER HOUSE SIDING                                          ,NR,DLI,"28.512143","77.294226"
SKN,Sri Krishna Nagar                                           ,NR,LKO,"25.88335433","82.44920933"
MWE,Mewa Nawada                                                 ,NR,MB,"29.11824968","78.61288386"
AAGM,"M/S ACC LIMITED, AMETHA GCT SERVED BY MEHGAON",WCR,JBP,"24.003904","80.513301"
SKX,Sarkara,NER,IZN,"29.16150333","79.06328"
NIN,Nimakana Passenger Halt                                     ,ECOR,KUR,"20.29527417","86.37060517"
BRCY,Vadodara  Marshalling Yard                                  ,WR,BRC,"22.331169","73.169416"
BRBC,BARPALI ROAD,SER,CKP,"22.04798518","83.77806881"
NKCR,NEW KUSUMUDA COLLIERY (LINE-I),SECR,BSP,"22.337374","82.712803"
BAF,BAP                                                         ,NWR,BKN,"27.377934","72.385094"
TKE,Tarikere                                                    ,SWR,MYS,"13.711665","75.81274667"
PRZ,Parsa,NER,LJN,"27.44436654","82.88923618"
SAW,Suriawan,NR,LKO,"25.46132377","82.42380198"
TVNL,Tiruvennainallur Road                                       ,SR,TPJ,"11.84159167","79.41281111"
SLKR,Salka Road,SECR,BSP,"22.36587763","82.01050569"
BLBT,"BIRATOLI, LINE NO.1",ECR,DHN,"23.681158","84.740124"
DBYC,DUGDA LINE NO.3 BOX YARD PUBLIC SIDING,ECR,DHN,"23.758408","86.161598"
QTP,Qutabpur                                                    ,NR,DLI,"29.76174833","76.34617167"
JI,Jhusi,NER,BSB,"25.43126343","81.91623262"
SMBL,Simbhooli                                                   ,NR,MB,"28.76484317","77.98312267"
YS,Yermaras,SCR,SC,"16.27187731","77.34734209"
ASTG,ASHTEGAON,CR,NGP,"21.29723167","77.93471"
AKSP,Anksapur                                                    ,SCR,SC,"18.79826433","78.36951139"
CFVS,Coromandel Fertilizer ltd  Siding VPT,SCOR,VSKP,"17.6998","83.2961"
GGNP,Ganganapalle,SCOR,GTL,"14.45229767","78.7040575"
NLKR,Nilokheri                                                   ,NR,DLI,"29.83189333","76.92512333"
CBP,Chikballapur                                                ,SWR,SBC,"13.427445","77.732319"
BPOB,BHARAT PERTOLEUM OIL DEPOT SIDING                           ,NER,BSB,"26.552183","83.738077"
BPOL,"BPCL Siding , BAD                                           ",NCR,AGRA,"27.395851","77.689562"
BQER,BAKANIAN BHAUNARI RELIANCE                                  ,WR,RTM,"23.262007","77.252769"
RNBT,RAHENBHATA                                                  ,ECOR,SBP,"20.3245535","83.09480817"
BSDC,BIRDS SONDA COLLIERY SIDING                                 ,ECR,DHN,"23.667324","85.306177"
CCSJ,JAMTARA   SDG                                               ,ER,ASN,"23.959274","86.805553"
CCSP,Chasnalla (T.B.Sdg)                                         ,ECR,DHN,"23.675195","86.43423"
CFSL,"GGFC SIDING, LUCKNOW                                        ",NR,LKO,"26.830505","80.925121"
SMPA,Shyampura,WCR,KOTA,"25.246804","75.271991"
UDN,Udhna Jn.                                                   ,WR,BCT,"21.1703855","72.85121683"
TI,Tiruninravur                                                ,SR,MAS,"13.12395749","80.02975546"
BRLN,NEW BIROLIYA,DFCR,WDFC,"25.191115","73.208131"
CCSR,"CHURI SDG, RAY                                              ",ECR,DHN,"23.689962","85.077696"
CHJD,cHENNAI hARBOUR - JAWAHAR DOCKS                             ,SR,MAS,"13.0884","80.2958"
AGB,AMBAGAON,ECOR,RGDA,"19.0617685","82.24099"
BIRP,Birarajpur                                                  ,SER,CKP,"22.82304833","86.06563167"
SNDI,Sendurai                                                    ,SR,TPJ,"11.25541389","79.16738889"
BPPS,BARRACKPORE  RACECOURSE  SDG(FOR  MILY ONLY) BARRACKPORE    ,ER,SDAH,"22.760765","88.371128"
GRI,Guriya                                                      ,NWR,AII,"25.9968","73.952225"
CNDM,Chandi Mandir                                               ,NR,UMB,"30.72718817","76.88702917"
NRV,Nariyar  Halt                                               ,ECR,SPJ,"26.24013635","85.21764437"
QXR,Kuchesar Road                                               ,NR,MB,"28.74735567","77.9152145"
PLMX,Palampur Himachal,NR,JAT,"32.081457","76.51577"
WRA,Walayar                                                     ,SR,PGT,"10.84698843","76.83757296"
SNCA,Singra,NFR,RNY,"25.98507265","91.14137893"
BJWS,Bojawas halt                                                ,NWR,BKN,"28.29494733","76.21343683"
BRSG,Bharat Petroleum Siding                                     ,CR,CSTM,"19.023498","72.925358"
BRTA,Bartara  Halt                                               ,NR,MB,"27.8289817","80.02443865"
KAHL,KARHAL,NCR,PRYJ,"27.01349278","78.93588889"
TIG,Titlagarh                                                   ,ECOR,SBP,"20.28443571","83.15486785"
KAYI,Kaydi P.H.,SECR,NAG,"21.79529067","80.10929367"
SNCR,SANPADA,CR,CSTM,"19.066015","73.010705"
CAPG,Chapaguri,NFR,APDJ,"26.3492578","89.33773389"
RRME,Ranchi Road                                                 ,ECR,DHN,"23.66625433","85.51289433"
NVD,Navalgund Road                                              ,SWR,UBL,"15.43538217","75.35468467"
PLSG,Palasingi PH,ECOR,RGDA,"19.014518","83.80506467"
RRW,Roranwala                                                   ,NR,FZR,"30.443154","74.2575235"
SPS,Shripat Shrikhanda,ER,HWH,"23.60358833","88.06947833"
SPTR,Silapathar,NFR,TSK,"27.59267484","94.71804846"
UGN,Ugaon,CR,BSL,"20.12328933","74.139693"
SPZ,Sampla                                                      ,NR,DLI,"28.78249","76.773"
UBL,sss hubballi   jn,SWR,UBL,"15.3479833","75.15858521"
WTJ,Jam Wanthali                                                ,WR,RJT,"22.4293468","70.32246465"
NZB,Nizamabad JUNCTION                                                  ,SCR,HYB,"18.67873611","78.10239445"
RSA,Risama,SECR,R,"21.05895817","81.32494817"
RDV,Radha Balampur                                              ,NR,LKO,"26.08951389","81.11656111"
UCR,Unchahar Jn.                                                ,NR,LKO,"25.90283083","81.30034017"
BSGS,BHUSAVAL GOODS SHED                                         ,CR,BSL,"21.047","75.7884"
BSIM,Bihar Sponge Iron Ltd                                       ,SER,CKP,"22.919978","86.066809"
BSK,BALLAST SIDING                                              ,SECR,NAG,"21.168285","79.141045"
BLDA,Belda                                                       ,SER,KGP,"22.0683","87.33503167"
BSKN,Bhesana Mankanaj                                            ,WR,ADI,"23.49840217","72.33092783"
CODX,"COD Siding , Kanpur                                         ",NCR,PRYJ,"26.454283","80.350914"
COF,"COROMANDEL FERTILISER SDG, ENNORE                           ",SR,MAS,"13.217219","80.321217"
COIB,Combined Oil Industry  at Somenathopur of M/s. HPCL         ,SER,KGP,"21.500991","86.920052"
COLS,BHARAT EARTH MOVERS SIDING,SWR,SBC,"12.97562","78.257718"
CPIB,CONCOR of M/s. Concor                                       ,SER,KGP,"21.500991","86.920052"
CPML,CENTURY PULP AND PAPER MILL                                 ,NER,IZN,"29.071174","79.517241"
NKKH,Nimpura Goods Shed Complex                                  ,SER,KGP,"22.346","87.232"
SQQ,Salegaon                                                    ,ECOR,KUR,"20.56378483","85.9568885"
DIU,Dhing,NFR,LMG,"26.45325667","92.45231833"
CSID,MOHAN SIDING PALACHORI                                      ,CR,NGP,"22.201352","78.659427"
TIL,Tilrath                                                     ,ECR,SEE,"25.44192133","86.06628167"
SUNM,Sunmai Halt,NR,MB,"28.02175817","78.1562405"
UDT,Udumalaippettai,SR,MDU,"10.57934966","77.24903541"
DJ,Darjeeling,NFR,KIR,"27.03801816","88.26312263"
SNRR,Sansarpur,WCR,JBP,"23.66011067","80.3305145"
KGMR,Kangra Mandir,NR,JAT,"32.09703502","76.28744004"
BLNR,Birlanagar,NCR,JHS,"26.23742333","78.19518833"
BLJA,Bhalojala  Halt                                             ,NR,FZR,"31.48660654","75.23959852"
BSPX,Banspani                                                    ,SER,CKP,"22.00040592","85.42378587"
BTD,Botad Jn.                                                   ,WR,BVP,"22.18349533","71.66560383"
DPNR,Deepnagar Halt                                              ,ECR,DNR,"25.1440645","85.48587283"
DUT,Dum Duma Town,NFR,TSK,"27.573918","95.55608879"
BTIB,BHATINDA 'B' CABIN                                          ,NWR,BKN,"30.18604","74.93597"
PLT,Pirthala Lalauda                                            ,NR,UMB,"29.62341767","75.86699717"
SBP,Sambalpur                                                   ,ECOR,SBP,"21.4842387","83.9582454"
CTPS,CHANDRAPUR  THERMAL  POWER  STN  SDG                        ,ECR,DHN,"23.758408","86.161598"
CWCN,"CWC SIDING, NOLI                                            ",NR,DLI,"28.746591","77.310791"
SFE,Sanodiya                                                    ,NWR,JP,"27.0131923","75.27964672"
TIP,Tattapparai                                                 ,SR,MDU,"8.82960461","78.02248617"
IJK,Irinjalakuda                                                ,SR,TVC,"10.34050338","76.28108467"
TVC,THIRUVANANTHAPURAM CENTRAL                                  ,SR,TVC,"8.4867475","76.95285667"
RHI,Rakhi halt,NWR,JU,"25.68585833","72.55473889"
VONB,VONDH                                                       ,WR,ADI,"23.30747929","70.4350451"
NIP,Nizampur,NWR,JP,"27.96653061","76.01075026"
BLT,Balotra Jn.                                                 ,NWR,JU,"25.83030833","72.24716944"
YPD,Yerpedu,SCOR,GTL,"13.68749089","79.57517921"
VTG,Bhetaguri,NFR,APDJ,"26.201","89.48223333"
SIC,Sonik                                                       ,NR,LKO,"26.585705","80.5592595"
SRNR,Sriramnagar                                                 ,SCR,HYB,"16.303897","77.867814"
DFSD,"FOOD CORPN. OF  INDIA, DANKUNI                              ",ER,HWH,"22.677342","88.291411"
DGCW,"DURGAPUR CEMENT WORKS, ANDAL                                ",ER,ASN,"23.579052","87.181234"
DMGS,DAMAGORIA COLLY.SDG                                         ,ER,ASN,"23.759895","86.875935"
DPSC,DUGDA LINE NO.5 PUBLIC SIDING,ECR,DHN,"23.758408","86.161598"
DSKP,"DSKP RLY SDG, KATHUA                                        ",NR,FZR,"32.397537","75.551562"
DSTP,M/S Durgapur Steel Thermal Power Station                    ,ER,ASN,"23.579052","87.181234"
DSWD,DAURALA SUGAR WORKS SIDING                                  ,NR,DLI,"29.114225","77.70637"
EPHI,EPH SIDING RAJGHAT                                          ,NR,DLI,"28.642464","77.220154"
EPHN,EPH SIDING INDRAPRASTHA                                     ,NR,DLI,"28.642464","77.220154"
UMS,Udramsar                                                    ,NWR,JU,"27.92349167","73.3443"
DRTA,DRONAGIRI   Rail Terminal                                   ,CR,CSTM,"18.90199985","72.99950196"
DSGR,DEEPIKA SIDING OF SECL                                      ,SECR,BSP,"22.348964","82.6461"
DSRP,DIESEL LOCO SHED                                            ,SECR,R,"21.256582","81.629448"
EKLN,NEW EKDIL,DFCR,EDFC,"26.979452","78.737555"
ALN,Alandi,CR,PUNE,"18.46283562","74.06424371"
NZM,Hazrat Nizamuddin Jn.                                       ,NR,DLI,"28.5890435","77.2538275"
MTPC,Motipura Chauki,WCR,KOTA,"24.60925283","77.04841583"
PI,Padli                                                       ,CR,BSL,"19.79597551","73.67230685"
ERNF,"The Fertilizers and Chemicals Travancore Siding, IPN        ",SR,TVC,"9.9681","76.3551"
ERNS,"Cochin Refineries Broad Gauge Siding (POL & LPG), IPN       ",SR,TVC,"9.9681","76.3551"
PPO,Panposh                                                     ,SER,CKP,"22.22857667","84.804155"
BLY,Bally,ER,HWH,"22.65572333","88.34062167"
SKI,Sakri Jn.                                                   ,ECR,SPJ,"26.20875","86.07765667"
BZE,Baseria                                                     ,ECR,DHN,"23.78649971","86.377202"
FBWS,"M/S FLASH BUTT WELDING SDG, JHARSUGUDHA JN.                 ",SER,CKP,"21.862534","84.017687"
FCC,FOOD CORPN OF INDIA SIDING                                  ,NER,LJN,"26.751129","83.417301"
FCDB,"FCI SIDING, DEC                                             ",NR,DLI,"28.613384","77.116427"
FCE,FCI SIDING                                                  ,NR,DLI,"28.846516","77.085357"
FCG,FCI SIDING GHEVRA                                           ,NR,DLI,"28.691642","76.998196"
CPPR,CHAMPAPUR HALT                                              ,ECR,DNR,"25.46132306","85.50529117"
SWD,Sanawad                                                     ,WR,RTM,"22.178167","76.073806"
SWO,Sonwara                                                     ,NR,UMB,"30.89426333","77.00479767"
UNCT,Uran City                                                   ,CR,CSTM,"18.878189","72.952137"
ESCL,M/S  ELECTRO  STEEL  CASTINGS LTD  SDG  SODEPUR             ,ER,SDAH,"22.698921","88.382263"
MZH,Mauhari,SECR,BSP,"23.11887865","81.76980058"
NLKT,NALKATA,NFR,LMG,"24.06271667","92.00076333"
BVM,Bayyavaram,SCOR,BZA,"17.65992067","82.93034667"
FCIB,FCI SIDING                                                  ,NR,LKO,"26.935385","81.18109"
AMGU,Ammuguda,SCR,SC,"17.48916883","78.5232395"
FCID,"FCI SIDING, DHURI                                           ",NR,UMB,"30.373171","75.867033"
BXO,Boparai Halt                                                ,NR,FZR,"31.24279583","74.78246033"
DKX,Dudhwakhara                                                 ,NWR,BKN,"28.459844","75.166397"
NALR,Nalpur                                                      ,SER,KGP,"22.52920933","88.18608117"
NLSK,Private Siding of M/s. NTPC Lara STPP / KRL,SECR,BSP,"21.883515","83.48257"
SGC,Saongi P.H.                                                  ,SECR,NAG,"21.79685017","79.99774383"
BQH,Bhanohad Punjab                                             ,NR,FZR,"30.86572","75.75366383"
FCKR,FCI SIDING KUR                                              ,ECOR,KUR,"20.153136","85.708294"
FCKS,"FACT SDG, KALAMASSERI                                       ",SR,TVC,"10.062248","76.327386"
NMC,Nimcha B.H.                                                 ,ER,ASN,"23.62694513","87.0873182"
AB,Ambur,SR,MAS,"12.7841489","78.72200994"
FCP,FCI SIDING                                                  ,NR,DLI,"29.894383","76.649723"
NMFS,BHARAMPUTRA VALLEY FERTIILIZER CORPN (P)(BG)                ,NFR,TSK,"27.19632","95.313692"
WIRR,Wirur,SCR,SC,"19.6416835","79.4313009"
ACCG,ACC SIDING                                                  ,NR,LKO,"26.20381","81.687126"
BLYG,Bally Ghat                                                  ,ER,SDAH,"22.65257972","88.34875406"
ACLA,AMLAI COLLIERY SIDING                                       ,SECR,BSP,"23.173189","81.593227"
ACSK,"ANGARPATHRA COLLERY SDG, KATRASGARH                         ",ECR,DHN,"23.795987","86.302629"
ACSY,M/S. AMBUJA CEMENTS LTD.                                ,SER,KGP,"22.547757","88.199272"
SXN,Sonakhan                                                    ,SER,CKP,"22.16637836","84.52001874"
UTD,Utarsanda                                                   ,WR,BRC,"22.655071","72.889073"
FCIG,"FCI SIDING GNANAPURAM, VPT",SCOR,VSKP,"17.6998","83.2961"
AECS,ELECTRIC POWER HOUSE SIDING - SABARMATI                     ,WR,ADI,"23.077166","72.588902"
SHW,Samhon,NCR,PRYJ,"26.73425333","79.32063944"
FCPP,FCI SIDING                                                  ,NR,DLI,"29.389018","76.963863"
FCSC,FCI siding . Kanpur (CHANDARI)                              ,NCR,PRYJ,"26.427808","80.360355"
TLKH,Talakhajuri                                                 ,NR,LKO,"26.17715","81.73661667"
NMGS,NUMALIGARH REFINERY PROJECT SIDING (P) (BG)                 ,NFR,TSK,"26.601114","93.865643"
AZ,Azimganj Jn                                              ,ER,HWH,"24.23064114","88.25952809"
NMKL,Namakkal                                                    ,SR,SA,"11.2260429","78.17908854"
AGTR,AGAUTHAR HALT,NER,BSB,"26.0085716","84.84401105"
FCSN,FCI SIDING                                                  ,NR,DLI,"29.588722","76.109376"
FCSP,FCI SIDING PATIALA                                          ,NR,UMB,"30.344139","76.40399"
FCSS,"FCI SIDING, FCSS                                            ",NR,FZR,"30.837836","75.9799"
DTT,DODAANATTA HALT                                             ,SWR,SBC,"13.374465","78.13654"
WLA,Valtoha                                                     ,NR,FZR,"31.19707767","74.66785583"
KLNP,Kalinarayanpur Jn.                                          ,ER,SDAH,"23.20823656","88.57294807"
FDBR,Fertiliser Handling Siding of M/s DPCL,ECOR,KUR,"21.068322","86.47562"
BCB,Bhowra   BH                                                 ,SER,ADRA,"23.67100333","86.41569667"
FDSG,"SPECIAL RAILWAY SIDING, FARIDABAD                           ",NR,DLI,"28.376298","77.309418"
SM,Samsi,NFR,KIR,"25.27618493","88.01072299"
FFSG,"FILLING FACTORY SIDING, BHANDAK                             ",CR,NGP,"20.084712","79.112978"
FIK,FOOD CORPN OF INDIA SIDING                                  ,NER,LJN,"27.1426","81.93831"
FKZS,"FCI SDG, KAZHAKUTTAM                                        ",SR,TVC,"8.556238","76.872625"
FLY,M/s fomento resources pvt ltd.& siding s/b yeshwantnagar,SWR,UBL,"15.048088","76.498318"
FIH,FCI SIDING HUBLI,SWR,UBL,"15.350742","75.148544"
BLPU,Bilpur                                                      ,NR,MB,"28.08078933","79.62709083"
NRS,Nagaria Sadat                                               ,NR,MB,"28.550289","79.20564867"
FOS,Kiruburu New Bunkar of M/s.SAIL                             ,SER,CKP,"22.097728","85.330811"
FPSG, Fertiliser Plant                                           ,SER,CKP,"22.186133","84.915133"
WOC,WARUD ORANGE CITY,CR,NGP,"21.45843","78.275825"
AGSA,AJNI Goods shed served by AJNI,CR,NGP,"21.126945","79.082785"
GCCK,Gati Shakti Cargo Terminal of Container Corporation of India Ltd,SWR,MYS,"12.190732","76.663703"
GPSD,GRAVEL PUBLIC SIDING                                        ,SER,KGP,"22.506253","86.551881"
HPCM,HPCL SIDING                                                 ,NR,LKO,"26.77458","80.841694"
ADE,Adari Road                                                  ,WR,BVP,"20.98712767","70.33089"
HPPK,HPCL SIDING PARADEEP                                        ,ECOR,KUR,"20.280554","86.620331"
HPTR,M/S Hindustan petroleum corporation ltd.                    ,NCR,JHS,"26.376338","80.118484"
HSTL,HINDUSTAN STEEL LTD SIDING                                  ,NR,FZR,"31.380753","75.542164"
ICDD,"Inland Container Depot,Dadri                                ",NCR,PRYJ,"28.53816","77.537642"
BCF,Bankapasi F,ER,HWH,"23.57085833","88.03784"
ICDG,"Inland Container depot,Juhi/Kanpur                          ",NCR,PRYJ,"26.4499","80.3319"
ICDM,"Inland Container depot,Malanpur                             ",NCR,JHS,"26.413088","78.272781"
ICDP,Inland Container Depot Dapper                               ,NR,UMB,"30.610547","76.847692"
ICDY,"Inland Container depot,Yamuna Bridge                        ",NCR,AGRA,"27.191892","78.038507"
BWV,Bhiwapur                                                    ,SECR,NAG,"20.76636667","79.52288133"
AGS,ALWAR GOODS SHED                                            ,NWR,JP,"27.5609","76.625"
BMPL,Brahmanpalli,SCR,HYB,"17.83332222","78.45030833"
SN,Sukna,NFR,KIR,"26.79044485","88.36343701"
IACM,M/S. HINDALCO INDUSTRIES LTD. AT MURI                       ,SER,RNC,"23.377871","85.867167"
SYH,Saiyedpur Bhitri,NER,BSB,"25.53896053","83.23415598"
GJPD,"GOP JAM PUBLIC SDG DIGO, GOP (JAM)                          ",WR,RJT,"22.037117","69.895363"
FMP,FERRO MANGANESE SIDING (FACOR),SCOR,VSKP,"18.273776","83.531413"
HPCV,HPCL SIDING VPT,SCOR,VSKP,"17.6998","83.2961"
YDV,Yadvendranagar (Halt),NER,BSB,"25.76153005","82.74303018"
NVF,Nagavangala                                                 ,SWR,MYS,"13.66447833","75.99168167"
AEX,Adderi H                                                    ,SWR,MYS,"14.142685","75.15405167"
ICML,Integrated Coal Mines Ltd.Sdg.                              ,ER,ASN,"23.743555","87.019615"
ICOD,Inland Container Depot Okhla                                ,NR,DLI,"28.512143","77.294226"
ICPH,Inland Container Depot /PHILLAUR                            ,NR,FZR,"31.016897","75.785751"
NMVP,MAHAGENCO NEW PARLI THERMAL POWER STATION SIDING            ,SCR,SC,"18.852605","76.524024"
NMWP,NEW MAJHAGAWAN PHATAK,WCR,JBP,"23.85063006","80.36644428"
ICSK,"IOC LTD. SDG, MG, KHARI ROHAR ROAD                          ",WR,ADI,"23.03","70.22"
ICSP,Inland Container Depot SONIPAT                              ,NR,DLI,"28.989073","77.016993"
IFAB,IFFCO SIDING                                                ,NR,MB,"28.287919","79.285106"
IOBT,POL SDG. FOR M/S IOC/BPCL TADALI                            ,CR,NGP,"20.034725","79.187393"
IOCG,"IOC Siding ,BAD                                             ",NCR,AGRA,"27.395851","77.689562"
IOCR,IOC SDG RAJBANDH                                            ,ER,ASN,"23.475686","87.371864"
IOCS,IOC siding Subedarganj                                      ,NCR,PRYJ,"25.440019","81.790037"
AIPC,India CEMENTS LTD SIDING                                    ,SR,MAS,"13.249136","80.299416"
AIPH,HINDUSTHAN PETROLEUM CORPORATION LIMITED PRIVATE SIDING     ,SR,MAS,"13.217219","80.321217"
AIPO,ENNORE COAL TERMINAL PRIVATE LIMITED SIDING,SR,MAS,"13.249136","80.299416"
AIPS,"THERMAL POWER PLANT SIDING, ATTIPATTU                       ",SR,MAS,"13.249136","80.299416"
AIPZ,ZUARI CEMENTS LTD SIDING                                    ,SR,MAS,"13.249136","80.299416"
SLZ,Solari                                                      ,ECOR,KUR,"19.800878","85.24824183"
SXZM,SOPORE,NR,JAT,"34.25784233","74.45121417"
VEK,Vellarakkad                                                 ,SR,PGT,"11.47063583","75.66187583"
BMSB,Bhimasar,WR,ADI,"23.18623183","70.17520067"
ICK,IOC LTD SIDING(HAZIRA)-KOSAD                                ,WR,BRC,"21.255782","72.86562"
AII,Ajmer Jn.                                                   ,NWR,AII,"26.45808333","74.637475"
BDPG,BADAPADAGAON PH                                             ,ECOR,KUR,"20.57028883","85.8733705"
CPS,Chandpur Siau Halt                                          ,NR,MB,"29.1317785","78.2766125"
